Frequency  	Phase      
82231660.97 	-96.6022658 
82416776.63 	-96.6176857 
82602309.02 	-96.6331431 
82788259.06 	-96.6486379 
82974627.71 	-96.6641704 
83161415.9  	-96.6797405 
83348624.58 	-96.6953485 
83536254.7  	-96.7109944 
83724307.19 	-96.7266783 
83912783.02 	-96.7424003 
84101683.14 	-96.7581606 
84291008.5  	-96.7739593 
84480760.06 	-96.7897964 
84670938.78 	-96.8056721 
84861545.62 	-96.8215865 
85052581.54 	-96.8375397 
85244047.52 	-96.8535318 
85435944.51 	-96.8695629 
85628273.49 	-96.8856332 
85821035.43 	-96.9017427 
86014231.31 	-96.9178915 
86207862.1  	-96.9340799 
86401928.78 	-96.9503078 
86596432.34 	-96.9665755 
86791373.75 	-96.9828829 
86986754    	-96.9992304 
87182574.08 	-97.0156178 
87378834.99 	-97.0320454 
87575537.7  	-97.0485133 
87772683.22 	-97.0650217 
87970272.55 	-97.0815705 
88168306.68 	-97.09816   
88366786.61 	-97.1147902 
88565713.35 	-97.1314613 
88765087.91 	-97.1481734 
88964911.28 	-97.1649267 
89165184.49 	-97.1817211 
89365908.54 	-97.198557  
89567084.46 	-97.2154343 
89768713.24 	-97.2323532 
89970795.93 	-97.2493138 
90173333.53 	-97.2663163 
90376327.08 	-97.2833608 
90579777.59 	-97.3004474 
90783686.11 	-97.3175762 
90988053.65 	-97.3347473 
91192881.25 	-97.3519609 
91398169.95 	-97.3692171 
91603920.78 	-97.3865161 
91810134.79 	-97.4038579 
92016813.02 	-97.4212427 
92223956.51 	-97.4386705 
92431566.31 	-97.4561417 
92639643.48 	-97.4736562 
92848189.05 	-97.4912142 
93057204.09 	-97.5088158 
93266689.66 	-97.5264612 
93476646.81 	-97.5441504 
93687076.6  	-97.5618837 
93897980.1  	-97.5796612 
94109358.38 	-97.5974829 
94321212.5  	-97.6153491 
94533543.54 	-97.6332598 
94746352.57 	-97.6512152 
94959640.66 	-97.6692155 
95173408.89 	-97.6872607 
95387658.35 	-97.705351  
95602390.11 	-97.7234865 
95817605.27 	-97.7416675 
96033304.91 	-97.7598939 
96249490.12 	-97.778166  
96466161.99 	-97.7964839 
96683321.63 	-97.8148477 
96900970.12 	-97.8332575 
97119108.57 	-97.8517136 
97337738.09 	-97.8702161 
97556859.77 	-97.888765  
97776474.73 	-97.9073606 
97996584.08 	-97.926003  
98217188.92 	-97.9446923 
98438290.38 	-97.9634286 
98659889.57 	-97.9822122 
98881987.61 	-98.0010432 
99104585.62 	-98.0199217 
99327684.74 	-98.0388478 
99551286.09 	-98.0578217 
99775390.8  	-98.0768436 
100000000   	-98.0959136 
100225114.8 	-98.1150319 
100450736.4 	-98.1341985 
100676865.9 	-98.1534137 
100903504.5 	-98.1726777 
101130653.2 	-98.1919905 
101358313.3 	-98.2113523 
101586485.9 	-98.2307633 
101815172.2 	-98.2502236 
102044373.2 	-98.2697333 
102274090.2 	-98.2892928 
102504324.4 	-98.308902  
102735076.8 	-98.3285612 
102966348.7 	-98.3482704 
103198141.2 	-98.36803   
103430455.6 	-98.38784   
103663292.8 	-98.4077005 
103896654.3 	-98.4276119 
104130541.1 	-98.4475741 
104364954.4 	-98.4675874 
104599895.3 	-98.4876519 
104835365.2 	-98.5077679 
105071365.2 	-98.5279354 
105307896.4 	-98.5481546 
105544960.1 	-98.5684258 
105782557.4 	-98.588749  
106020689.7 	-98.6091244 
106259358   	-98.6295523 
106498563.5 	-98.6500327 
106738307.6 	-98.6705659 
106978591.4 	-98.691152  
107219416   	-98.7117911 
107460782.8 	-98.7324836 
107702693   	-98.7532294 
107945147.7 	-98.7740289 
108188148.3 	-98.7948822 
108431695.8 	-98.8157894 
108675791.7 	-98.8367507 
108920437   	-98.8577664 
109165633   	-98.8788365 
109411381.1 	-98.8999613 
109657682.3 	-98.921141  
109904538   	-98.9423757 
110151949.4 	-98.9636656 
110399917.8 	-98.985011  
110648444.4 	-99.0064119 
110897530.4 	-99.0278685 
111147177.2 	-99.0493812 
111397386   	-99.0709499 
111648158   	-99.092575  
111899494.6 	-99.1142566 
112151397   	-99.1359949 
112403866.4 	-99.1577901 
112656904.1 	-99.1796423 
112910511.5 	-99.2015519 
113164689.9 	-99.2235189 
113419440.4 	-99.2455436 
113674764.3 	-99.2676261 
113930663.1 	-99.2897667 
114187137.9 	-99.3119655 
114444190.1 	-99.3342228 
114701820.9 	-99.3565388 
114960031.7 	-99.3789136 
115218823.8 	-99.4013474 
115478198.5 	-99.4238405 
115738157   	-99.446393  
115998700.8 	-99.4690052 
116259831.1 	-99.4916772 
116521549.2 	-99.5144093 
116783856.5 	-99.5372017 
117046754.2 	-99.5600546 
117310243.8 	-99.5829681 
117574326.6 	-99.6059426 
117839003.8 	-99.6289782 
118104276.9 	-99.6520751 
118370147.2 	-99.6752335 
118636615.9 	-99.6984537 
118903684.5 	-99.7217358 
119171354.3 	-99.7450801 
119439626.7 	-99.7684869 
119708503   	-99.7919562 
119977984.6 	-99.8154884 
120248072.9 	-99.8390837 
120518769.1 	-99.8627422 
120790074.7 	-99.8864643 
121061991.1 	-99.9102501 
121334519.6 	-99.9340998 
121607661.6 	-99.9580138 
121881418.5 	-99.9819921 
122155791.6 	-100.006035 
122430782.4 	-100.030143 
122706392.3 	-100.054316 
122982622.6 	-100.078554 
123259474.7 	-100.102858 
123536950   	-100.127228 
123815050   	-100.151664 
124093776.1 	-100.176166 
124373129.6 	-100.200734 
124653111.9 	-100.22537  
124933724.6 	-100.250072 
125214968.9 	-100.274841 
125496846.4 	-100.299679 
125779358.4 	-100.324583 
126062506.4 	-100.349556 
126346291.8 	-100.374597 
126630716   	-100.399707 
126915780.5 	-100.424885 
127201486.8 	-100.450133 
127487836.2 	-100.475449 
127774830.2 	-100.500835 
128062470.3 	-100.526291 
128350757.9 	-100.551817 
128639694.5 	-100.577413 
128929281.5 	-100.60308  
129219520.5 	-100.628817 
129510412.8 	-100.654626 
129801959.9 	-100.680506 
130094163.4 	-100.706457 
130387024.6 	-100.732481 
130680545.1 	-100.758576 
130974726.4 	-100.784744 
131269570   	-100.810985 
131565077.2 	-100.837298 
131861249.7 	-100.863685 
132158089   	-100.890146 
132455596.4 	-100.91668  
132753773.6 	-100.943288 
133052622   	-100.969971 
133352143.2 	-100.996728 
133652338.7 	-101.023561 
133953209.9 	-101.050468 
134254758.4 	-101.077451 
134556985.8 	-101.10451  
134859893.5 	-101.131645 
135163483.2 	-101.158857 
135467756.2 	-101.186145 
135772714.2 	-101.21351  
136078358.7 	-101.240952 
136384691.3 	-101.268472 
136691713.5 	-101.29607  
136999426.8 	-101.323746 
137307832.8 	-101.351501 
137616933.1 	-101.379335 
137926729.2 	-101.407247 
138237222.7 	-101.435239 
138548415.2 	-101.463311 
138860308.3 	-101.491463 
139172903.4 	-101.519696 
139486202.2 	-101.548009 
139800206.4 	-101.576403 
140114917.4 	-101.604879 
140430336.8 	-101.633436 
140746466.3 	-101.662076 
141063307.5 	-101.690797 
141380861.9 	-101.719602 
141699131.2 	-101.748489 
142018117   	-101.77746  
142337820.8 	-101.806515 
142658244.4 	-101.835654 
142979389.2 	-101.864877 
143301257   	-101.894185 
143623849.4 	-101.923578 
143947168   	-101.953056 
144271214.4 	-101.982621 
144595990.3 	-102.012271 
144921497.3 	-102.042008 
145247737.1 	-102.071832 
145574711.3 	-102.101743 
145902421.6 	-102.131742 
146230869.6 	-102.161828 
146560056.9 	-102.192003 
146889985.3 	-102.222267 
147220656.5 	-102.25262  
147552072   	-102.283063 
147884233.6 	-102.313595 
148217142.9 	-102.344217 
148550801.7 	-102.37493  
148885211.6 	-102.405734 
149220374.3 	-102.43663  
149556291.5 	-102.467617 
149892964.9 	-102.498697 
150230396.2 	-102.529869 
150568587.1 	-102.561134 
150907539.3 	-102.592492 
151247254.5 	-102.623945 
151587734.5 	-102.655491 
151928981   	-102.687132 
152270995.7 	-102.718868 
152613780.3 	-102.7507   
152957336.5 	-102.782627 
153301666.2 	-102.814651 
153646770.9 	-102.846771 
153992652.6 	-102.878989 
154339312.9 	-102.911304 
154686753.6 	-102.943717 
155034976.4 	-102.976229 
155383983.1 	-103.008839 
155733775.5 	-103.041549 
156084355.3 	-103.074358 
156435724.4 	-103.107268 
156787884.4 	-103.140279 
157140837.2 	-103.17339  
157494584.5 	-103.206603 
157849128.2 	-103.239919 
158204469.9 	-103.273336 
158560611.7 	-103.306857 
158917555.1 	-103.340481 
159275302.1 	-103.37421  
159633854.4 	-103.408042 
159993213.9 	-103.44198  
160353382.4 	-103.476023 
160714361.6 	-103.510171 
161076153.5 	-103.544426 
161438759.8 	-103.578788 
161802182.4 	-103.613258 
162166423.1 	-103.647835 
162531483.7 	-103.682521 
162897366.2 	-103.717315 
163264072.3 	-103.752219 
163631604   	-103.787233 
163999963   	-103.822357 
164369151.2 	-103.857593 
164739170.5 	-103.89294  
165110022.8 	-103.928399 
165481710   	-103.96397  
165854233.9 	-103.999655 
166227596.3 	-104.035453 
166601799.3 	-104.071365 
166976844.7 	-104.107393 
167352734.3 	-104.143535 
167729470.1 	-104.179794 
168107054   	-104.216169 
168485487.9 	-104.252661 
168864773.8 	-104.289271 
169244913.4 	-104.325999 
169625908.8 	-104.362846 
170007761.9 	-104.399812 
170390474.6 	-104.436898 
170774048.8 	-104.474105 
171158486.5 	-104.511433 
171543789.6 	-104.548883 
171929960.1 	-104.586455 
172317000   	-104.62415  
172704911.1 	-104.661969 
173093695.5 	-104.699912 
173483355   	-104.73798  
173873891.8 	-104.776174 
174265307.7 	-104.814494 
174657604.8 	-104.852941 
175050784.9 	-104.891515 
175444850.2 	-104.930218 
175839802.6 	-104.969049 
176235644.1 	-105.00801  
176632376.6 	-105.047101 
177030002.3 	-105.086323 
177428523.1 	-105.125676 
177827941   	-105.165162 
178228258.1 	-105.204781 
178629476.3 	-105.244534 
179031597.7 	-105.28442  
179434624.4 	-105.324442 
179838558.4 	-105.3646   
180243401.6 	-105.404895 
180649156.3 	-105.445326 
181055824.3 	-105.485896 
181463407.8 	-105.526604 
181871908.9 	-105.567452 
182281329.5 	-105.608441 
182691671.8 	-105.64957  
183102937.8 	-105.690841 
183515129.7 	-105.732255 
183928249.5 	-105.773812 
184342299.2 	-105.815514 
184757281.1 	-105.85736  
185173197.1 	-105.899353 
185590049.5 	-105.941492 
186007840.2 	-105.983778 
186426571.4 	-106.026213 
186846245.3 	-106.068797 
187266863.9 	-106.11153  
187688429.4 	-106.154415 
188110943.8 	-106.197451 
188534409.5 	-106.24064  
188958828.4 	-106.283983 
189384202.7 	-106.327479 
189810534.7 	-106.371131 
190237826.3 	-106.414939 
190666079.9 	-106.458904 
191095297.5 	-106.503027 
191525481.3 	-106.547309 
191956633.6 	-106.59175  
192388756.5 	-106.636353 
192821852.1 	-106.681117 
193255922.7 	-106.726043 
193690970.4 	-106.771133 
194126997.5 	-106.816388 
194564006.2 	-106.861809 
195001998.6 	-106.907396 
195440977   	-106.95315  
195880943.6 	-106.999073 
196321900.7 	-107.045166 
196763850.4 	-107.09143  
197206795   	-107.137865 
197650736.7 	-107.184473 
198095677.9 	-107.231254 
198541620.6 	-107.278211 
198988567.2 	-107.325343 
199436520   	-107.372653 
199885481.2 	-107.420141 
200335453   	-107.467808 
200786437.9 	-107.515655 
201238437.9 	-107.563684 
201691455.5 	-107.611896 
202145492.8 	-107.660292 
202600552.3 	-107.708873 
203056636.2 	-107.75764  
203513746.8 	-107.806594 
203971886.4 	-107.855737 
204431057.4 	-107.90507  
204891262   	-107.954594 
205352502.6 	-108.00431  
205814781.6 	-108.05422  
206278101.2 	-108.104325 
206742463.8 	-108.154626 
207207871.7 	-108.205124 
207674327.4 	-108.255821 
208141833.1 	-108.306718 
208610391.2 	-108.357817 
209080004.1 	-108.409118 
209550674.2 	-108.460624 
210022403.9 	-108.512335 
210495195.4 	-108.564253 
210969051.3 	-108.616379 
211443974   	-108.668715 
211919965.7 	-108.721263 
212397029   	-108.774023 
212875166.2 	-108.826997 
213354379.7 	-108.880186 
213834672.1 	-108.933593 
214316045.7 	-108.987219 
214798502.9 	-109.041064 
215282046.1 	-109.095131 
215766677.9 	-109.149422 
216252400.7 	-109.203937 
216739217   	-109.258679 
217227129.1 	-109.313649 
217716139.6 	-109.368849 
218206250.9 	-109.42428  
218697465.5 	-109.479945 
219189785.9 	-109.535844 
219683214.6 	-109.591979 
220177754.1 	-109.648353 
220673406.9 	-109.704967 
221170175.5 	-109.761822 
221668062.3 	-109.818921 
222167070   	-109.876266 
222667201   	-109.933857 
223168457.9 	-109.991698 
223670843.2 	-110.049789 
224174359.5 	-110.108134 
224679009.2 	-110.166733 
225184794.9 	-110.225589 
225691719.3 	-110.284703 
226199784.8 	-110.344079 
226708994.1 	-110.403716 
227219349.7 	-110.463619 
227730854.1 	-110.523788 
228243510   	-110.584226 
228757320   	-110.644936 
229272286.7 	-110.705918 
229788412.6 	-110.767175 
230305700.4 	-110.82871  
230824152.7 	-110.890525 
231343772.1 	-110.952622 
231864561.2 	-111.015003 
232386522.7 	-111.07767  
232909659.2 	-111.140626 
233433973.4 	-111.203874 
233959467.9 	-111.267415 
234486145.4 	-111.331251 
235014008.5 	-111.395387 
235543059.8 	-111.459823 
236073302.2 	-111.524563 
236604738.2 	-111.589609 
237137370.6 	-111.654963 
237671202   	-111.720629 
238206235.1 	-111.786608 
238742472.6 	-111.852904 
239279917.3 	-111.919519 
239818571.9 	-111.986455 
240358439.1 	-112.053717 
240899521.6 	-112.121306 
241441822.1 	-112.189226 
241985343.5 	-112.257479 
242530088.4 	-112.326068 
243076059.6 	-112.394996 
243623259.8 	-112.464267 
244171691.9 	-112.533883 
244721358.6 	-112.603847 
245272262.7 	-112.674162 
245824406.9 	-112.744833 
246377794.1 	-112.815861 
246932427   	-112.887251 
247488308.5 	-112.959005 
248045441.4 	-113.031127 
248603828.5 	-113.10362  
249163472.6 	-113.176488 
249724376.5 	-113.249734 
250286543.1 	-113.323361 
250849975.2 	-113.397375 
251414675.7 	-113.471777 
251980647.5 	-113.546572 
252547893.3 	-113.621764 
253116416   	-113.697355 
253686218.6 	-113.773352 
254257303.9 	-113.849756 
254829674.8 	-113.926572 
255403334.2 	-114.003805 
255978285   	-114.081457 
256554530   	-114.159535 
257132072.3 	-114.23804  
257710914.8 	-114.316979 
258291060.2 	-114.396355 
258872511.7 	-114.476173 
259455272.1 	-114.556437 
260039344.4 	-114.637152 
260624731.6 	-114.718323 
261211436.5 	-114.799953 
261799462.2 	-114.882048 
262388811.6 	-114.964613 
262979487.7 	-115.047653 
263571493.5 	-115.131173 
264164832   	-115.215177 
264759506.2 	-115.299671 
265355519.2 	-115.38466  
265952873.8 	-115.47015  
266551573.1 	-115.556145 
267151620.3 	-115.642652 
267753018.2 	-115.729676 
268355769.9 	-115.817223 
268959878.6 	-115.905298 
269565347.1 	-115.993908 
270172178.7 	-116.083057 
270780376.3 	-116.172753 
271389943.1 	-116.263002 
272000882.1 	-116.35381  
272613196.4 	-116.445182 
273226889.2 	-116.537126 
273841963.4 	-116.629649 
274458422.3 	-116.722757 
275076268.9 	-116.816456 
275695506.4 	-116.910754 
276316137.8 	-117.005658 
276938166.4 	-117.101175 
277561595.3 	-117.197313 
278186427.6 	-117.294078 
278812666.5 	-117.391479 
279440315.2 	-117.489523 
280069376.8 	-117.588217 
280699854.5 	-117.687571 
281331751.5 	-117.787592 
281965071   	-117.888289 
282599816.2 	-117.989669 
283235990.3 	-118.091742 
283873596.5 	-118.194516 
284512638   	-118.298    
285153118.2 	-118.402204 
285795040.1 	-118.507136 
286438407.1 	-118.612806 
287083222.5 	-118.719224 
287729489.4 	-118.826399 
288377211.1 	-118.934342 
289026391   	-119.043063 
289677032.3 	-119.152572 
290329138.2 	-119.262879 
290982712.2 	-119.373996 
291637757.4 	-119.485934 
292294277.2 	-119.598704 
292952275   	-119.712316 
293611754   	-119.826784 
294272717.6 	-119.942119 
294935169.1 	-120.058334 
295599111.9 	-120.17544  
296264549.4 	-120.29345  
296931484.8 	-120.412378 
297599921.6 	-120.532236 
298269863.2 	-120.653039 
298941312.9 	-120.774799 
299614274.1 	-120.897532 
300288750.3 	-121.021252 
300964744.8 	-121.145972 
301642261   	-121.271709 
302321302.5 	-121.398479 
303001872.6 	-121.526295 
303683974.7 	-121.655175 
304367612.4 	-121.785136 
305052789   	-121.916193 
305739508.1 	-122.048365 
306427773.1 	-122.181668 
307117587.4 	-122.316121 
307808954.7 	-122.451742 
308501878.3 	-122.588551 
309196361.7 	-122.726566 
309892408.6 	-122.865807 
310590022.4 	-123.006294 
311289206.6 	-123.148049 
311989964.7 	-123.291092 
312692300.4 	-123.435445 
313396217.1 	-123.581131 
314101718.5 	-123.728171 
314808808   	-123.876591 
315517489.4 	-124.026413 
316227766   	-124.177662 
316939641.6 	-124.330364 
317653119.7 	-124.484544 
318368204   	-124.640229 
319084898.1 	-124.797446 
319803205.5 	-124.956223 
320523129.9 	-125.116588 
321244675   	-125.278572 
321967844.4 	-125.442204 
322692641.8 	-125.607515 
323419070.8 	-125.774538 
324147135.1 	-125.943305 
324876838.3 	-126.11385  
325608184.3 	-126.286206 
326341176.6 	-126.460411 
327075819   	-126.6365   
327812115.1 	-126.814512 
328550068.8 	-126.994484 
329289683.7 	-127.176457 
330030963.7 	-127.360472 
330773912.3 	-127.54657  
331518533.4 	-127.734796 
332264830.8 	-127.925194 
333012808.2 	-128.117811 
333762469.4 	-128.312693 
334513818.2 	-128.50989  
335266858.5 	-128.709452 
336021593.9 	-128.911431 
336778028.3 	-129.115882 
337536165.6 	-129.322859 
338296009.6 	-129.53242  
339057564   	-129.744623 
339820832.9 	-129.959531 
340585820   	-130.177205 
341352529.2 	-130.397711 
342120964.3 	-130.621116 
342891129.4 	-130.84749  
343663028.1 	-131.076904 
344436664.6 	-131.309433 
345212042.6 	-131.545154 
345989166.1 	-131.784147 
346768039   	-132.026493 
347548665.3 	-132.27228  
348331048.9 	-132.521594 
349115193.7 	-132.774528 
349901103.8 	-133.031177 
350688783.1 	-133.29164  
351478235.5 	-133.556018 
352269465.1 	-133.824419 
353062476   	-134.096952 
353857271.9 	-134.373731 
354653857.1 	-134.654877 
355452235.6 	-134.940512 
356252411.3 	-135.230765 
357054388.3 	-135.52577  
357858170.6 	-135.825665 
358663762.4 	-136.130597 
359471167.8 	-136.440714 
360280390.7 	-136.756176 
361091435.3 	-137.077144 
361904305.6 	-137.403791 
362719005.9 	-137.736293 
363535540.2 	-138.074837 
364353912.6 	-138.419617 
365174127.3 	-138.770834 
365996188.4 	-139.128701 
366820100.1 	-139.493439 
367645866.5 	-139.865279 
368473491.9 	-140.244462 
369302980.3 	-140.631242 
370134336.1 	-141.025884 
370967563.4 	-141.428666 
371802666.4 	-141.839879 
372639649.3 	-142.259827 
373478516.4 	-142.688831 
374319272   	-143.127227 
375161920.2 	-143.575368 
376006465.3 	-144.033623 
376852911.6 	-144.502383 
377701263.4 	-144.982057 
378551524.9 	-145.473075 
379403700.5 	-145.975891 
380257794.5 	-146.490982 
381113811.2 	-147.01885  
381971754.9 	-147.560025 
382831630   	-148.115065 
383693440.8 	-148.684558 
384557191.6 	-149.269127 
385422886.9 	-149.869425 
386290530.9 	-150.486145 
387160128.2 	-151.120018 
388031683.1 	-151.771815 
388905199.9 	-152.442352 
389780683.2 	-153.13249  
390658137.3 	-153.843139 
391537566.7 	-154.575263 
392418975.8 	-155.329879 
393302369.2 	-156.108062 
394187751.1 	-156.910948 
395075126.2 	-157.739738 
395964498.9 	-158.595699 
396855873.7 	-159.480171 
397749255.1 	-160.394566 
398644647.7 	-161.340371 
399542055.9 	-162.319154 
400441484.3 	-163.332564 
401342937.5 	-164.382332 
402246419.9 	-165.470271 
403151936.3 	-166.59828  
404059491.1 	-167.768339 
404969088.9 	-168.982504 
405880734.4 	-170.24291  
406794432.1 	-171.551756 
407710186.7 	-172.911297 
408628002.8 	-174.323832 
409547885   	-175.791686 
410469838   	-177.317188 
411393866.5 	-178.902641 
412319975.1 	-180.550293 
413248168.5 	-182.262293 
414178451.4 	-184.040643 
415110828.6 	-185.887146 
416045304.6 	-187.803343 
416981884.3 	-189.790439 
417920572.3 	-191.84923  
418861373.5 	-193.98002  
419804292.6 	-196.182539 
420749334.3 	-198.455853 
421696503.4 	-200.798291 
422645804.8 	-203.207372 
423597243.2 	-205.67975  
424550823.4 	-208.21118  
425506550.2 	-210.796506 
426464428.6 	-213.429693 
427424463.3 	-216.103872 
428386659.1 	-218.811445 
429351021   	-221.544205 
430317553.8 	-224.293497 
431286262.5 	-227.050399 
432257151.8 	-229.80592  
433230226.7 	-232.551197 
434205492.2 	-235.277691 
435182953.2 	-237.977363 
436162614.5 	-240.642823 
437144481.3 	-243.26745  
438128558.3 	-245.845475 
439114850.7 	-248.372033 
440103363.3 	-250.843168 
441094101.3 	-253.255828 
442087069.5 	-255.607817 
443082273   	-257.897738 
444079716.9 	-260.124919 
445079406.2 	-262.289336 
446081346   	-264.39152  
447085541.2 	-266.432483 
448091997.1 	-268.41363  
449100718.6 	-270.336689 
450111710.9 	-272.20364  
451124979.2 	-274.016655 
452140528.4 	-275.778047 
453158363.8 	-277.490221 
454178490.4 	-279.155639 
455200913.6 	-280.776787 
456225638.3 	-282.356148 
457252669.9 	-283.896183 
458282013.5 	-285.399313 
459313674.2 	-286.867911 
460347657.4 	-288.304285 
461383968.3 	-289.710679 
462422612   	-291.089266 
463463593.9 	-292.442143 
464506919.2 	-293.771335 
465552593.1 	-295.078792 
466600621   	-296.366391 
467651008.2 	-297.635938 
468703760   	-298.889169 
469758881.7 	-300.127755 
470816378.6 	-301.353304 
471876256.1 	-302.567361 
472938519.5 	-303.771416 
474003174.2 	-304.966905 
475070225.7 	-306.155212 
476139679.2 	-307.337673 
477211540.2 	-308.515579 
478285814.2 	-309.690176 
479362506.5 	-310.862674 
480441622.5 	-312.034241 
481523167.9 	-313.206011 
482607147.9 	-314.379083 
483693568.2 	-315.554524 
484782434.2 	-316.733369 
485873751.3 	-317.916625 
486967525.2 	-319.105266 
488063761.3 	-320.300241 
489162465.2 	-321.502468 
490263642.4 	-322.712838 
491367298.6 	-323.932212 
492473439.2 	-325.161423 
493582070   	-326.401272 
494693196.4 	-327.652531 
495806824.2 	-328.915937 
496922958.9 	-330.192194 
498041606.1 	-331.481967 
499162771.6 	-332.785883 
500286461.1 	-334.104528 
501412680.1 	-335.438442 
502541434.4 	-336.788116 
503672729.7 	-338.153989 
504806571.7 	-339.536448 
505942966.1 	-340.935816 
507081918.8 	-342.352356 
508223435.4 	-343.786261 
509367521.7 	-345.237655 
510514183.5 	-346.706584 
511663426.6 	-348.193017 
512815256.9 	-349.696837 
513969680.1 	-351.217844 
515126702   	-352.755745 
516286328.6 	-354.310158 
517448565.7 	-355.880606 
518613419.2 	-357.46652  
519780894.9 	-359.067233 
520950998.8 	-360.681988 
522123736.7 	-362.309933 
523299114.7 	-363.950128 
524477138.6 	-365.601549 
525657814.4 	-367.26309  
526841148.1 	-368.933572 
528027145.6 	-370.61175  
529215813.1 	-372.29632  
530407156.3 	-373.985927 
531601181.5 	-375.67918  
532797894.6 	-377.374656 
533997301.7 	-379.070916 
535199408.8 	-380.766513 
536404222   	-382.460007 
537611747.5 	-384.149973 
538821991.2 	-385.835014 
540034959.4 	-387.513769 
541250658.2 	-389.18493  
542469093.7 	-390.84724  
543690272.1 	-392.499512 
544914199.5 	-394.140632 
546140882.2 	-395.769562 
547370326.3 	-397.385352 
548602538.1 	-398.987138 
549837523.7 	-400.574151 
551075289.5 	-402.145711 
552315841.7 	-403.701236 
553559186.6 	-405.240238 
554805330.4 	-406.76232  
556054279.5 	-408.26718  
557306040.1 	-409.754604 
558560618.7 	-411.224465 
559818021.5 	-412.676721 
561078254.8 	-414.111408 
562341325.2 	-415.528638 
563607238.9 	-416.928599 
564876002.4 	-418.311542 
566147622   	-419.677785 
567422104.3 	-421.027706 
568699455.6 	-422.361738 
569979682.4 	-423.680368 
571262791.2 	-424.984131 
572548788.4 	-426.273608 
573837680.7 	-427.549423 
575129474.4 	-428.81224  
576424176.1 	-430.062759 
577721792.4 	-431.30172  
579022329.8 	-432.529892 
580325795   	-433.74808  
581632194.4 	-434.957118 
582941534.7 	-436.157871 
584253822.6 	-437.351237 
585569064.5 	-438.538139 
586887267.3 	-439.719534 
588208437.6 	-440.896407 
589532582   	-442.069776 
590859707.3 	-443.240691 
592189820.1 	-444.410235 
593522927.2 	-445.579528 
594859035.4 	-446.749724 
596198151.3 	-447.92202  
597540281.7 	-449.097654 
598885433.5 	-450.277908 
600233613.4 	-451.464112 
601584828.3 	-452.657648 
602939084.9 	-453.859951 
604296390.2 	-455.072517 
605656751   	-456.296901 
607020174.2 	-457.534727 
608386666.6 	-458.787688 
609756235.2 	-460.057552 
611128886.9 	-461.346169 
612504628.7 	-462.655467 
613883467.4 	-463.987467 
615265410.1 	-465.344276 
616650463.8 	-466.728099 
618038635.5 	-468.141233 
619429932.1 	-469.586076 
620824360.7 	-471.06512  
622221928.4 	-472.580955 
623622642.3 	-474.136258 
625026509.3 	-475.733791 
626433536.7 	-477.376389 
627843731.4 	-479.066942 
629257100.8 	-480.808376 
630673651.8 	-482.603629 
632093391.8 	-484.455611 
633516327.7 	-486.367165 
634942466.9 	-488.341016 
636371816.6 	-490.379706 
637804383.9 	-492.485522 
639240176.1 	-494.660415 
640679200.6 	-496.905899 
642121464.5 	-499.222953 
643566975.1 	-501.611906 
645015739.8 	-504.072325 
646467765.9 	-506.602901 
647923060.7 	-509.201344 
649381631.6 	-511.864296 
650843485.9 	-514.587267 
652308631.1 	-517.3646   
653777074.6 	-520.18949  
655248823.7 	-523.054035 
656723886   	-525.949351 
658202268.9 	-528.865731 
659683979.8 	-531.792851 
661169026.2 	-534.720012 
662657415.8 	-537.636406 
664149155.9 	-540.531384 
665644254.1 	-543.394718 
667142718   	-546.21684  
668644555.2 	-548.989034 
670149773.3 	-551.703589 
671658379.8 	-554.353898 
673170382.4 	-556.934505 
674685788.8 	-559.44111  
676204606.5 	-561.870527 
677726843.4 	-564.220616 
679252507   	-566.49019  
680781605.1 	-568.678907 
682314145.5 	-570.787158 
683850135.8 	-572.815952 
685389583.9 	-574.766805 
686932497.5 	-576.641641 
688478884.4 	-578.442696 
690028752.4 	-580.172434 
691582109.5 	-581.833485 
693138963.4 	-583.428575 
694699322   	-584.960482 
696263193.2 	-586.431992 
697830584.9 	-587.84587  
699401505   	-589.204829 
700975961.5 	-590.511517 
702553962.3 	-591.768496 
704135515.5 	-592.978236 
705720628.9 	-594.143106 
707309310.7 	-595.265371 
708901568.9 	-596.347191 
710497411.4 	-597.390619 
712096846.5 	-598.397603 
713699882.1 	-599.369988 
715306526.3 	-600.309522 
716916787.4 	-601.217855 
718530673.4 	-602.096545 
720148192.5 	-602.947065 
721769352.9 	-603.770801 
723394162.7 	-604.569063 
725022630.3 	-605.343084 
726654763.7 	-606.094027 
728290571.4 	-606.822988 
729930061.4 	-607.531003 
731573242.2 	-608.219045 
733220122.1 	-608.888033 
734870709.3 	-609.538836 
736525012.3 	-610.172272 
738183039.3 	-610.789114 
739844798.8 	-611.39009  
741510299.1 	-611.975892 
743179548.8 	-612.54717  
744852556.2 	-613.104541 
746529329.7 	-613.648587 
748209877.9 	-614.17986  
749894209.3 	-614.698884 
751582332.4 	-615.206152 
753274255.7 	-615.702134 
754969987.7 	-616.187276 
756669537.1 	-616.661999 
758372912.5 	-617.126704 
760080122.4 	-617.581773 
761791175.4 	-618.027567 
763506080.3 	-618.46443  
765224845.7 	-618.89269  
766947480.4 	-619.312659 
768673992.9 	-619.724632 
770404392   	-620.128893 
772138686.5 	-620.525712 
773876885.2 	-620.915346 
775618996.9 	-621.298039 
777365030.2 	-621.674027 
